mese;giorno;data - ora;Gb(i);Gd(i);Gr(i);Altezza sole;Temperatura aria ext;Text media giornaliera;Text media mensile;Text media giornaliera per calcolo GG;Gradi giorno;secondi in un ora;secondi in un giorno;secondi in un mese;Htr [W/K];Hve [W/K];Qht orario [MJ];Qht giornaliero [MJ];Qht mensile [MJ]
;;06/10/2020 - 18:09;11,44;24,86;0,56;4,65;23,48;;;;;;;;;;-20,8;;
;;06/10/2020 - 19:09;0;0;0;0;22,3;;;;;;;;;;-13,8;;
;;06/10/2020 - 20:09;0;0;0;0;21,27;;;;;;;;;;-7,6;;
;;06/10/2020 - 21:09;0;0;0;0;20,62;;;;;;;;;;-3,7;;
;;06/10/2020 - 22:09;0;0;0;0;20,18;;;;;;;;;;-1,1;;
;;06/10/2020 - 23:09;0;0;0;0;19,82;21,70;;21,5625;;;;;;;1,1;;
;mercoledì;07/10/2020 - 00:09;0;0;0;0;19,28;;;;;;;;;;4,3;86,39;
;;07/10/2020 - 01:09;0;0;0;0;18,71;;;;;;;;;;7,7;;
;;07/10/2020 - 02:09;0;0;0;0;18,29;;;;;;;;;;10,2;;
;;07/10/2020 - 03:09;0;0;0;0;17,89;;;;;;;;;;12,6;;
;;07/10/2020 - 04:09;0;0;0;0;17,46;;;;;;;;;;15,2;;
;;07/10/2020 - 05:09;0;0;0;0;17,1;;;;;;;;;;17,4;;
;;07/10/2020 - 06:09;0;0;0;0;16,81;;;;;;;;;;19,1;;
;;07/10/2020 - 07:09;0;0;0;0;16,2;;;;;;;;;;22,7;;
;;07/10/2020 - 08:09;28,2;85,85;1,56;12,75;16,51;;;;;;;;;;20,9;;
;;07/10/2020 - 09:09;126,83;189,92;4,03;23,84;19,3;;;;;;;;;;4,2;;
;;07/10/2020 - 10:09;405,89;229,09;7,29;33,81;20,34;;;;;;;;;;-2,0;;
;;07/10/2020 - 11:09;551,36;251,94;9,29;41,83;21,23;;;;;;;;;;-7,4;;
;;07/10/2020 - 12:09;240,14;362,64;8,03;46,72;21,66;;;;;;;;;;-9,9;;
;;07/10/2020 - 13:09;18,49;289,74;4,89;47,36;21,59;;;;;;;;;;-9,5;;
;;07/10/2020 - 14:09;75,7;320,13;5,91;43,57;21,56;;;;;;;;;;-9,3;;
;;07/10/2020 - 15:09;0;85,97;1,4;36,3;21,7;;;;;;;;;;-10,2;;
;;07/10/2020 - 16:09;3,86;146,42;2,42;26,78;21,55;;;;;;;;;;-9,3;;
;;07/10/2020 - 17:09;19,25;106,65;1,92;15,94;21,49;;;;;;;;;;-8,9;;
;;07/10/2020 - 18:09;2,66;20,16;0,36;4,36;20,93;;;;;;;;;;-5,6;;
;;07/10/2020 - 19:09;0;0;0;0;20,01;;;;;;;;;;-0,1;;
;;07/10/2020 - 20:09;0;0;0;0;19,47;;;;;;;;;;3,2;;
;;07/10/2020 - 21:09;0;0;0;0;19,08;;;;;;;;;;5,5;;
;;07/10/2020 - 22:09;0;0;0;0;18,78;;;;;;;;;;7,3;;
;;07/10/2020 - 23:09;0;0;0;0;18,62;19,40;;19,1675;;;;;;;8,3;;
;giovedì;08/10/2020 - 00:09;0;0;0;0;18,38;;;;;;;;;;9,7;23,33;
;;08/10/2020 - 01:09;0;0;0;0;18,25;;;;;;;;;;10,5;;
;;08/10/2020 - 02:09;0;0;0;0;18,22;;;;;;;;;;10,6;;
;;08/10/2020 - 03:09;0;0;0;0;18,06;;;;;;;;;;11,6;;
;;08/10/2020 - 04:09;0;0;0;0;18,03;;;;;;;;;;11,8;;
;;08/10/2020 - 05:09;0;0;0;0;17,9;;;;;;;;;;12,6;;
;;08/10/2020 - 06:09;0;0;0;0;17,61;;;;;;;;;;14,3;;
;;08/10/2020 - 07:09;0;0;0;0;17,23;;;;;;;;;;16,6;;
;;08/10/2020 - 08:09;179,02;83,95;2,51;12,55;17,42;;;;;;;;;;15,4;;
;;08/10/2020 - 09:09;385,31;133,36;5,41;23,62;18,84;;;;;;;;;;6,9;;
;;08/10/2020 - 10:09;566,98;165,73;7,98;33,55;20,03;;;;;;;;;;-0,2;;
;;08/10/2020 - 11:09;694,91;187,48;9,88;41,51;21,33;;;;;;;;;;-8,0;;
;;08/10/2020 - 12:09;768,42;193,48;10,96;46,36;22,41;;;;;;;;;;-14,4;;
;;08/10/2020 - 13:09;619,73;262,99;10,43;46,97;22,96;;;;;;;;;;-17,7;;
;;08/10/2020 - 14:09;0;74,87;1,22;43,19;23,06;;;;;;;;;;-18,3;;
;;08/10/2020 - 15:09;3,9;196,36;3,23;35,95;23,13;;;;;;;;;;-18,7;;
;;08/10/2020 - 16:09;95,86;206,78;4,27;26,46;22,75;;;;;;;;;;-16,5;;
;;08/10/2020 - 17:09;94,93;113,55;2,77;15,64;21,94;;;;;;;;;;-11,6;;
;;08/10/2020 - 18:09;1,4;17,48;0,3;4,07;21,25;;;;;;;;;;-7,5;;
;;08/10/2020 - 19:09;0;0;0;0;20,43;;;;;;;;;;-2,6;;
;;08/10/2020 - 20:09;0;0;0;0;19,78;;;;;;;;;;1,3;;
;;08/10/2020 - 21:09;0;0;0;0;19,22;;;;;;;;;;4,7;;
;;08/10/2020 - 22:09;0;0;0;0;19,03;;;;;;;;;;5,8;;
;;08/10/2020 - 23:09;0;0;0;0;18,84;19,84;;19,745;;;;;;;6,9;;
;venerdì;09/10/2020 - 00:09;0;0;0;0;18,72;;;;;;;;;;7,7;145,33;
;;09/10/2020 - 01:09;0;0;0;0;18,4;;;;;;;;;;9,6;;
;;09/10/2020 - 02:09;0;0;0;0;18,27;;;;;;;;;;10,4;;
;;09/10/2020 - 03:09;0;0;0;0;18;;;;;;;;;;12,0;;
;;09/10/2020 - 04:09;0;0;0;0;17,82;;;;;;;;;;13,0;;
;;09/10/2020 - 05:09;0;0;0;0;17,53;;;;;;;;;;14,8;;
;;09/10/2020 - 06:09;0;0;0;0;17,51;;;;;;;;;;14,9;;
;;09/10/2020 - 07:09;0;0;0;0;17,4;;;;;;;;;;15,6;;
;;09/10/2020 - 08:09;165,49;86,62;2,42;12,36;17,55;;;;;;;;;;14,7;;
;;09/10/2020 - 09:09;384,06;133,9;5,37;23,4;18,13;;;;;;;;;;11,2;;
;;09/10/2020 - 10:09;439,79;216,41;7,37;33,29;19,16;;;;;;;;;;5,0;;
;;09/10/2020 - 11:09;378,41;304,42;8,27;41,2;20,39;;;;;;;;;;-2,3;;
;;09/10/2020 - 12:09;131,4;353,48;6,89;45,99;21,1;;;;;;;;;;-6,6;;
;;09/10/2020 - 13:09;168,02;362,11;7,38;46,58;21,31;;;;;;;;;;-7,8;;
;;09/10/2020 - 14:09;156,92;335,89;6,89;42,81;21,13;;;;;;;;;;-6,8;;
;;09/10/2020 - 15:09;121,75;280,42;5,68;35,6;20,96;;;;;;;;;;-5,7;;
;;09/10/2020 - 16:09;160,62;202,33;4,81;26,14;20,73;;;;;;;;;;-4,4;;
;;09/10/2020 - 17:09;162,11;96,46;3,17;15,34;20,54;;;;;;;;;;-3,2;;
;;09/10/2020 - 18:09;10,34;18,8;0,42;3,79;19,97;;;;;;;;;;0,2;;
;;09/10/2020 - 19:09;0;0;0;0;19,2;;;;;;;;;;4,8;;
;;09/10/2020 - 20:09;0;0;0;0;18,55;;;;;;;;;;8,7;;
;;09/10/2020 - 21:09;0;0;0;0;18,43;;;;;;;;;;9,4;;
;;09/10/2020 - 22:09;0;0;0;0;17,77;;;;;;;;;;13,3;;
;;09/10/2020 - 23:09;0;0;0;0;17,14;18,99;;18,7825;;;;;;;17,1;;
;sabato;10/10/2020 - 00:09;0;0;0;0;17,03;;;;;;;;;;17,8;159,51;
;;10/10/2020 - 01:09;0;0;0;0;16,8;;;;;;;;;;19,1;;
;;10/10/2020 - 02:09;0;0;0;0;16,4;;;;;;;;;;21,5;;
;;10/10/2020 - 03:09;0;0;0;0;16,14;;;;;;;;;;23,1;;
;;10/10/2020 - 04:09;0;0;0;0;15,96;;;;;;;;;;24,2;;
;;10/10/2020 - 05:09;0;0;0;0;16,02;;;;;;;;;;23,8;;
;;10/10/2020 - 06:09;0;0;0;0;16,8;;;;;;;;;;19,1;;
;;10/10/2020 - 07:09;0;0;0;0;16,91;;;;;;;;;;18,5;;
;;10/10/2020 - 08:09;170,01;85,32;2,41;12,17;16,63;;;;;;;;;;20,2;;
;;10/10/2020 - 09:09;379,67;136,68;5,32;23,18;18,61;;;;;;;;;;8,3;;
;;10/10/2020 - 10:09;224,19;265,55;6,1;33,03;19,99;;;;;;;;;;0,1;;
;;10/10/2020 - 11:09;250,83;325,42;7,4;40,89;21,04;;;;;;;;;;-6,2;;
;;10/10/2020 - 12:09;163,36;357,58;7,22;45,63;21,88;;;;;;;;;;-11,2;;
;;10/10/2020 - 13:09;343,03;349,61;8,79;46,2;22,4;;;;;;;;;;-14,4;;
;;10/10/2020 - 14:09;257,16;331,94;7,74;42,44;22,75;;;;;;;;;;-16,5;;
;;10/10/2020 - 15:09;235,76;274,72;6,66;35,25;22,78;;;;;;;;;;-16,6;;
;;10/10/2020 - 16:09;369,93;138,65;6,03;25,82;22,46;;;;;;;;;;-14,7;;
;;10/10/2020 - 17:09;159;95,69;3,1;15,04;21,61;;;;;;;;;;-9,6;;
;;10/10/2020 - 18:09;7,83;17,16;0,36;3,5;20,47;;;;;;;;;;-2,8;;
;;10/10/2020 - 19:09;0;0;0;0;19,27;;;;;;;;;;4,4;;
;;10/10/2020 - 20:09;0;0;0;0;18,43;;;;;;;;;;9,4;;
;;10/10/2020 - 21:09;0;0;0;0;18,25;;;;;;;;;;10,5;;
;;10/10/2020 - 22:09;0;0;0;0;17,66;;;;;;;;;;14,0;;
;;10/10/2020 - 23:09;0;0;0;0;17,05;18,89;;18,945;;;;;;;17,6;;
;domenica;11/10/2020 - 00:09;0;0;0;0;16,55;;;;;;;;;;20,6;264,09;
;;11/10/2020 - 01:09;0;0;0;0;16,12;;;;;;;;;;23,2;;
;;11/10/2020 - 02:09;0;0;0;0;15,81;;;;;;;;;;25,1;;
;;11/10/2020 - 03:09;0;0;0;0;15,64;;;;;;;;;;26,1;;
;;11/10/2020 - 04:09;0;0;0;0;15,37;;;;;;;;;;27,7;;
;;11/10/2020 - 05:09;0;0;0;0;15,18;;;;;;;;;;28,8;;
;;11/10/2020 - 06:09;0;0;0;0;14,98;;;;;;;;;;30,0;;
;;11/10/2020 - 07:09;0;0;0;0;14,72;;;;;;;;;;31,6;;
;;11/10/2020 - 08:09;172,79;82,52;2,36;11,97;14,96;;;;;;;;;;30,2;;
;;11/10/2020 - 09:09;389,28;130,6;5,29;22,96;17,52;;;;;;;;;;14,8;;
;;11/10/2020 - 10:09;553,14;170,46;7,77;32,76;19,28;;;;;;;;;;4,3;;
;;11/10/2020 - 11:09;690,67;187,92;9,7;40,57;20,55;;;;;;;;;;-3,3;;
;;11/10/2020 - 12:09;792,07;179,31;10,88;45,27;21,38;;;;;;;;;;-8,3;;
;;11/10/2020 - 13:09;732,5;208,72;10,78;45,82;21,71;;;;;;;;;;-10,2;;
;;11/10/2020 - 14:09;0;0;0;0;21,79;;;;;;;;;;-10,7;;
;;11/10/2020 - 15:09;536,71;172,17;8,28;34,9;21,56;;;;;;;;;;-9,3;;
;;11/10/2020 - 16:09;363,69;137,75;5,91;25,5;21,12;;;;;;;;;;-6,7;;
;;11/10/2020 - 17:09;159,88;93,07;3,04;14,74;20,5;;;;;;;;;;-3,0;;
;;11/10/2020 - 18:09;6,69;16,33;0,33;3,22;19,74;;;;;;;;;;1,6;;
;;11/10/2020 - 19:09;0;0;0;0;18,89;;;;;;;;;;6,6;;
;;11/10/2020 - 20:09;0;0;0;0;18,35;;;;;;;;;;9,9;;
;;11/10/2020 - 21:09;0;0;0;0;18,35;;;;;;;;;;9,9;;
;;11/10/2020 - 22:09;0;0;0;0;18,08;;;;;;;;;;11,5;;
;;11/10/2020 - 23:09;0;0;0;0;17,71;18,16;;18,095;;;;;;;13,7;;
;lunedì;12/10/2020 - 00:09;0;0;0;0;17,45;;;;;;;;;;15,3;625,58;
;;12/10/2020 - 01:09;0;0;0;0;17,31;;;;;;;;;;16,1;;
;;12/10/2020 - 02:09;0;0;0;0;17,22;;;;;;;;;;16,6;;
;;12/10/2020 - 03:09;0;0;0;0;16,96;;;;;;;;;;18,2;;
;;12/10/2020 - 04:09;0;0;0;0;16,88;;;;;;;;;;18,7;;
;;12/10/2020 - 05:09;0;0;0;0;16,66;;;;;;;;;;20,0;;
;;12/10/2020 - 06:09;0;0;0;0;16,59;;;;;;;;;;20,4;;
;;12/10/2020 - 07:09;0;0;0;0;16,32;;;;;;;;;;22,0;;
;;12/10/2020 - 08:09;0;45,29;0,74;11,77;16,07;;;;;;;;;;23,5;;
;;12/10/2020 - 09:09;0;28,66;0,47;22,73;16,44;;;;;;;;;;21,3;;
;;12/10/2020 - 10:09;0;76,72;1,25;32,5;16,23;;;;;;;;;;22,6;;
;;12/10/2020 - 11:09;0;52,69;0,86;40,26;14,92;;;;;;;;;;30,4;;
;;12/10/2020 - 12:09;0;71,18;1,16;44,91;14,32;;;;;;;;;;34,0;;
;;12/10/2020 - 13:09;0;160,84;2,62;45,43;14,87;;;;;;;;;;30,7;;
;;12/10/2020 - 14:09;0;55,46;0,9;41,69;15,35;;;;;;;;;;27,8;;
;;12/10/2020 - 15:09;0;163,61;2,66;34,56;15,46;;;;;;;;;;27,2;;
;;12/10/2020 - 16:09;293,1;161,37;5,46;25,18;16,32;;;;;;;;;;22,0;;
;;12/10/2020 - 17:09;0;29,58;0,48;14,45;16,23;;;;;;;;;;22,6;;
;;12/10/2020 - 18:09;1,8;10,12;0,18;2,94;15,8;;;;;;;;;;25,1;;
;;12/10/2020 - 19:09;0;0;0;0;15,09;;;;;;;;;;29,4;;
;;12/10/2020 - 20:09;0;0;0;0;13,79;;;;;;;;;;37,2;;
;;12/10/2020 - 21:09;0;0;0;0;14,13;;;;;;;;;;35,1;;
;;12/10/2020 - 22:09;0;0;0;0;12,67;;;;;;;;;;43,9;;
;;12/10/2020 - 23:09;0;0;0;0;12,36;15,64;;14,975;;;;;;;45,7;;
;martedì;13/10/2020 - 00:09;0;0;0;0;12,78;;;;;;;;;;43,2;644,91;
;;13/10/2020 - 01:09;0;0;0;0;12,87;;;;;;;;;;42,7;;
;;13/10/2020 - 02:09;0;0;0;0;12,98;;;;;;;;;;42,0;;
;;13/10/2020 - 03:09;0;0;0;0;13,2;;;;;;;;;;40,7;;
;;13/10/2020 - 04:09;0;0;0;0;13,42;;;;;;;;;;39,4;;
;;13/10/2020 - 05:09;0;0;0;0;13,52;;;;;;;;;;38,8;;
;;13/10/2020 - 06:09;0;0;0;0;13,59;;;;;;;;;;38,4;;
;;13/10/2020 - 07:09;0;0;0;0;13,52;;;;;;;;;;38,8;;
;;13/10/2020 - 08:09;137,84;87,63;2,15;11,57;13,74;;;;;;;;;;37,5;;
;;13/10/2020 - 09:09;399,44;126,38;5,25;22,5;14,95;;;;;;;;;;30,2;;
;;13/10/2020 - 10:09;578;159,66;7,79;32,23;16,11;;;;;;;;;;23,3;;
;;13/10/2020 - 11:09;722,21;173,54;9,74;39,95;16,94;;;;;;;;;;18,3;;
;;13/10/2020 - 12:09;618,94;261,49;10,06;44,55;17,59;;;;;;;;;;14,4;;
;;13/10/2020 - 13:09;722,04;214,31;10,64;45,05;18,05;;;;;;;;;;11,7;;
;;13/10/2020 - 14:09;440,36;286,95;8,78;41,32;18,38;;;;;;;;;;9,7;;
;;13/10/2020 - 15:09;538,05;171,25;8,19;34,21;18,52;;;;;;;;;;8,9;;
;;13/10/2020 - 16:09;363,05;136,74;5,8;24,87;18,35;;;;;;;;;;9,9;;
;;13/10/2020 - 17:09;152;93,56;2,9;14,16;17,87;;;;;;;;;;12,7;;
;;13/10/2020 - 18:09;3,89;11,9;0,23;2,67;17,23;;;;;;;;;;16,6;;
;;13/10/2020 - 19:09;0;0;0;0;16,4;;;;;;;;;;21,5;;
;;13/10/2020 - 20:09;0;0;0;0;15,98;;;;;;;;;;24,1;;
;;13/10/2020 - 21:09;0;0;0;0;15,63;;;;;;;;;;26,1;;
;;13/10/2020 - 22:09;0;0;0;0;15,38;;;;;;;;;;27,6;;
;;13/10/2020 - 23:09;0;0;0;0;15,21;15,51;;15,58;;;;;;;28,7;;
;mercoledì;14/10/2020 - 00:09;0;0;0;0;15,22;;;;;;;;;;28,6;306,15;
;;14/10/2020 - 01:09;0;0;0;0;15,22;;;;;;;;;;28,6;;
;;14/10/2020 - 02:09;0;0;0;0;15,24;;;;;;;;;;28,5;;
;;14/10/2020 - 03:09;0;0;0;0;15,08;;;;;;;;;;29,4;;
;;14/10/2020 - 04:09;0;0;0;0;15,04;;;;;;;;;;29,7;;
;;14/10/2020 - 05:09;0;0;0;0;14,94;;;;;;;;;;30,3;;
;;14/10/2020 - 06:09;0;0;0;0;15,11;;;;;;;;;;29,3;;
;;14/10/2020 - 07:09;0;0;0;0;15,35;;;;;;;;;;27,8;;
;;14/10/2020 - 08:09;161,93;83,01;2,21;11,37;15,85;;;;;;;;;;24,8;;
;;14/10/2020 - 09:09;382,17;132;5,13;22,28;17,71;;;;;;;;;;13,7;;
;;14/10/2020 - 10:09;553,56;170;7,64;31,96;19,2;;;;;;;;;;4,8;;
;;14/10/2020 - 11:09;472,69;274,83;8,57;39,63;20,01;;;;;;;;;;-0,1;;
;;14/10/2020 - 12:09;120,79;343,29;6,58;44,2;20,23;;;;;;;;;;-1,4;;
;;14/10/2020 - 13:09;455,05;316,77;9,28;44,68;20,05;;;;;;;;;;-0,3;;
;;14/10/2020 - 14:09;0;170,08;2,77;40,95;19,98;;;;;;;;;;0,1;;
;;14/10/2020 - 15:09;5,4;193,8;3,2;33,88;20,02;;;;;;;;;;-0,1;;
;;14/10/2020 - 16:09;178,3;190,46;4,69;24,56;20,03;;;;;;;;;;-0,2;;
;;14/10/2020 - 17:09;48,12;101,77;2,06;13,87;19,78;;;;;;;;;;1,3;;
;;14/10/2020 - 18:09;2,13;8,28;0,15;2,39;19,47;;;;;;;;;;3,2;;
;;14/10/2020 - 19:09;0;0;0;0;19,13;;;;;;;;;;5,2;;
;;14/10/2020 - 20:09;0;0;0;0;19,1;;;;;;;;;;5,4;;
;;14/10/2020 - 21:09;0;0;0;0;18,97;;;;;;;;;;6,2;;
;;14/10/2020 - 22:09;0;0;0;0;19,01;;;;;;;;;;5,9;;
;;14/10/2020 - 23:09;0;0;0;0;19,09;17,87;;17,995;;;;;;;5,4;;
;giovedì;15/10/2020 - 00:09;0;0;0;0;18,97;;;;;;;;;;6,2;51,33;
;;15/10/2020 - 01:09;0;0;0;0;18,75;;;;;;;;;;7,5;;
;;15/10/2020 - 02:09;0;0;0;0;18,67;;;;;;;;;;8,0;;
;;15/10/2020 - 03:09;0;0;0;0;18,83;;;;;;;;;;7,0;;
;;15/10/2020 - 04:09;0;0;0;0;18,82;;;;;;;;;;7,1;;
;;15/10/2020 - 05:09;0;0;0;0;18,98;;;;;;;;;;6,1;;
;;15/10/2020 - 06:09;0;0;0;0;19,15;;;;;;;;;;5,1;;
;;15/10/2020 - 07:09;0;0;0;0;19,02;;;;;;;;;;5,9;;
;;15/10/2020 - 08:09;0;24,03;0,39;11,17;19,5;;;;;;;;;;3,0;;
;;15/10/2020 - 09:09;0;81,34;1,32;22,05;20,4;;;;;;;;;;-2,4;;
;;15/10/2020 - 10:09;0;105,38;1,71;31,69;21,27;;;;;;;;;;-7,6;;
;;15/10/2020 - 11:09;0;63,78;1,04;39,32;21,93;;;;;;;;;;-11,5;;
;;15/10/2020 - 12:09;0;86,89;1,41;43,84;22,18;;;;;;;;;;-13,0;;
;;15/10/2020 - 13:09;0;58,23;0,95;44,3;22,14;;;;;;;;;;-12,8;;
;;15/10/2020 - 14:09;0;53,61;0,87;40,59;21,63;;;;;;;;;;-9,8;;
;;15/10/2020 - 15:09;24,46;221,29;3,82;33,54;21,18;;;;;;;;;;-7,1;;
;;15/10/2020 - 16:09;49,42;178,76;3,34;24,25;20,94;;;;;;;;;;-5,6;;
;;15/10/2020 - 17:09;86,22;97,99;2,32;13,59;20,8;;;;;;;;;;-4,8;;
;;15/10/2020 - 18:09;0;0;0;0;20,17;;;;;;;;;;-1,0;;
;;15/10/2020 - 19:09;0;0;0;0;18,96;;;;;;;;;;6,2;;
;;15/10/2020 - 20:09;0;0;0;0;18,02;;;;;;;;;;11,8;;
;;15/10/2020 - 21:09;0;0;0;0;17,77;;;;;;;;;;13,3;;
;;15/10/2020 - 22:09;0;0;0;0;17;;;;;;;;;;17,9;;
;;15/10/2020 - 23:09;0;0;0;0;16,34;19,64;;19,235;;;;;;;21,9;;
;venerdì;16/10/2020 - 00:09;0;0;0;0;15,9;;;;;;;;;;24,5;483,91;
;;16/10/2020 - 01:09;0;0;0;0;15,54;;;;;;;;;;26,7;;
;;16/10/2020 - 02:09;0;0;0;0;15,12;;;;;;;;;;29,2;;
;;16/10/2020 - 03:09;0;0;0;0;14,69;;;;;;;;;;31,8;;
;;16/10/2020 - 04:09;0;0;0;0;14,21;;;;;;;;;;34,6;;
;;16/10/2020 - 05:09;0;0;0;0;13,77;;;;;;;;;;37,3;;
;;16/10/2020 - 06:09;0;0;0;0;13,38;;;;;;;;;;39,6;;
;;16/10/2020 - 07:09;0;0;0;0;13,03;;;;;;;;;;41,7;;
;;16/10/2020 - 08:09;161,53;81,73;2,13;10,97;13,23;;;;;;;;;;40,5;;
;;16/10/2020 - 09:09;366,29;139,6;5,01;21,82;15,64;;;;;;;;;;26,1;;
;;16/10/2020 - 10:09;539,79;177,92;7,52;31,43;17,67;;;;;;;;;;13,9;;
;;16/10/2020 - 11:09;699,52;186,8;9,53;39;18,89;;;;;;;;;;6,6;;
;;16/10/2020 - 12:09;699,78;227,77;10,3;43,48;19,84;;;;;;;;;;1,0;;
;;16/10/2020 - 13:09;738,38;207,63;10,58;43,93;20,52;;;;;;;;;;-3,1;;
;;16/10/2020 - 14:09;614,41;220,16;9,52;40,23;20,75;;;;;;;;;;-4,5;;
;;16/10/2020 - 15:09;548,34;165,57;8,09;33,21;20,62;;;;;;;;;;-3,7;;
;;16/10/2020 - 16:09;348,93;140,15;5,58;23,94;20,1;;;;;;;;;;-0,6;;
;;16/10/2020 - 17:09;147,39;89,39;2,71;13,3;19,2;;;;;;;;;;4,8;;
;;16/10/2020 - 18:09;0;0;0;0;18,02;;;;;;;;;;11,8;;
;;16/10/2020 - 19:09;0;0;0;0;16,93;;;;;;;;;;18,4;;
;;16/10/2020 - 20:09;0;0;0;0;16,15;;;;;;;;;;23,0;;
;;16/10/2020 - 21:09;0;0;0;0;15,88;;;;;;;;;;24,7;;
;;16/10/2020 - 22:09;0;0;0;0;15,3;;;;;;;;;;28,1;;
;;16/10/2020 - 23:09;0;0;0;0;14,74;16,63;;16,3925;;;;;;;31,5;;
;sabato;17/10/2020 - 00:09;0;0;0;0;14,23;;;;;;;;;;34,5;651,43;
;;17/10/2020 - 01:09;0;0;0;0;13,81;;;;;;;;;;37,0;;
;;17/10/2020 - 02:09;0;0;0;0;13,4;;;;;;;;;;39,5;;
;;17/10/2020 - 03:09;0;0;0;0;13,01;;;;;;;;;;41,8;;
;;17/10/2020 - 04:09;0;0;0;0;12,69;;;;;;;;;;43,7;;
;;17/10/2020 - 05:09;0;0;0;0;12,42;;;;;;;;;;45,4;;
;;17/10/2020 - 06:09;0;0;0;0;12,15;;;;;;;;;;47,0;;
;;17/10/2020 - 07:09;0;0;0;0;11,84;;;;;;;;;;48,8;;
;;17/10/2020 - 08:09;170,69;81,11;2,15;10,77;12,03;;;;;;;;;;47,7;;
;;17/10/2020 - 09:09;377,92;137,62;5,04;21,59;14,49;;;;;;;;;;33,0;;
;;17/10/2020 - 10:09;567,57;169,33;7,62;31,16;16,19;;;;;;;;;;22,8;;
;;17/10/2020 - 11:09;706,24;186,64;9,55;38,69;17,32;;;;;;;;;;16,0;;
;;17/10/2020 - 12:09;779,41;193,75;10,63;43,13;18,23;;;;;;;;;;10,6;;
;;17/10/2020 - 13:09;732,36;214,13;10,55;43,56;18,87;;;;;;;;;;6,8;;
;;17/10/2020 - 14:09;632,86;213,79;9,58;39,87;19,07;;;;;;;;;;5,6;;
;;17/10/2020 - 15:09;533,96;173,82;8;32,87;19,11;;;;;;;;;;5,3;;
;;17/10/2020 - 16:09;365,95;133,87;5,62;23,64;18,94;;;;;;;;;;6,3;;
;;17/10/2020 - 17:09;154,17;87,34;2,71;13,03;18,4;;;;;;;;;;9,6;;
;;17/10/2020 - 18:09;0;0;0;0;17,54;;;;;;;;;;14,7;;
;;17/10/2020 - 19:09;0;0;0;0;16,61;;;;;;;;;;20,3;;
;;17/10/2020 - 20:09;0;0;0;0;15,96;;;;;;;;;;24,2;;
;;17/10/2020 - 21:09;0;0;0;0;15,57;;;;;;;;;;26,5;;
;;17/10/2020 - 22:09;0;0;0;0;14,93;;;;;;;;;;30,3;;
;;17/10/2020 - 23:09;0;0;0;0;14,31;15,46;;15,35;;;;;;;34,0;;
;domenica;18/10/2020 - 00:09;0;0;0;0;13,81;;;;;;;;;;37,0;661,90;
;;18/10/2020 - 01:09;0;0;0;0;13,47;;;;;;;;;;39,1;;
;;18/10/2020 - 02:09;0;0;0;0;13,18;;;;;;;;;;40,8;;
;;18/10/2020 - 03:09;0;0;0;0;12,84;;;;;;;;;;42,8;;
;;18/10/2020 - 04:09;0;0;0;0;12,68;;;;;;;;;;43,8;;
;;18/10/2020 - 05:09;0;0;0;0;12,44;;;;;;;;;;45,2;;
;;18/10/2020 - 06:09;0;0;0;0;12,2;;;;;;;;;;46,7;;
;;18/10/2020 - 07:09;0;0;0;0;11,94;;;;;;;;;;48,2;;
;;18/10/2020 - 08:09;154,74;79,52;2,01;10,56;12,04;;;;;;;;;;47,6;;
;;18/10/2020 - 09:09;353,12;138,43;4,81;21,35;14,44;;;;;;;;;;33,3;;
;;18/10/2020 - 10:09;536,29;172,74;7,34;30,89;16,19;;;;;;;;;;22,8;;
;;18/10/2020 - 11:09;633;208,7;9,07;38,37;17,2;;;;;;;;;;16,8;;
;;18/10/2020 - 12:09;753,59;194,22;10,33;42,78;18,12;;;;;;;;;;11,2;;
;;18/10/2020 - 13:09;631,49;247,77;9,92;43,19;18,75;;;;;;;;;;7,5;;
;;18/10/2020 - 14:09;611,39;213,02;9,31;39,51;19,07;;;;;;;;;;5,6;;
;;18/10/2020 - 15:09;457,06;198,55;7,5;32,55;18,94;;;;;;;;;;6,3;;
;;18/10/2020 - 16:09;264,91;163,85;5,01;23,34;18,41;;;;;;;;;;9,5;;
;;18/10/2020 - 17:09;21,09;86,13;1,56;12,75;18,01;;;;;;;;;;11,9;;
;;18/10/2020 - 18:09;0;0;0;0;17,49;;;;;;;;;;15,0;;
;;18/10/2020 - 19:09;0;0;0;0;16,44;;;;;;;;;;21,3;;
;;18/10/2020 - 20:09;0;0;0;0;15,64;;;;;;;;;;26,1;;
;;18/10/2020 - 21:09;0;0;0;0;15,79;;;;;;;;;;25,2;;
;;18/10/2020 - 22:09;0;0;0;0;15,3;;;;;;;;;;28,1;;
;;18/10/2020 - 23:09;0;0;0;0;14,98;15,39;;15,2725;;;;;;;30,0;;
;lunedì;19/10/2020 - 00:09;0;0;0;0;14,55;;;;;;;;;;32,6;714,97;
;;19/10/2020 - 01:09;0;0;0;0;14;;;;;;;;;;35,9;;
;;19/10/2020 - 02:09;0;0;0;0;13,57;;;;;;;;;;38,5;;
;;19/10/2020 - 03:09;0;0;0;0;13,59;;;;;;;;;;38,4;;
;;19/10/2020 - 04:09;0;0;0;0;13,88;;;;;;;;;;36,6;;
;;19/10/2020 - 05:09;0;0;0;0;13,69;;;;;;;;;;37,8;;
